Device found. I2C connections are good.
1511	2
1511	5
1511	7
1511	9
1511	11
1511	14
1511	16
1512	18
1511	20
1511	23
1511	25
1511	27
1511	30
1511	32
1511	34
1511	36
1511	39
1511	41
1511	44
1511	47
1511	49
1511	51
1511	53
1511	56
1511	58
1511	60
1511	63
1511	65
1511	67
1511	70
1511	72
1511	74
1511	76
1511	79
1511	81
1511	83
1511	87
1511	89
1511	91
1512	93
1512	96
1512	98
1512	100
1512	103
1512	105
1512	107
1512	110
1512	112
1512	114
1512	117
1512	119
1512	121
1512	124
1512	126
1512	129
1512	132
1511	134
1512	136
1512	139
1512	141
1512	144
1512	146
1512	148
1512	151
1512	153
1512	155
1512	158
1512	160
1512	162
1512	165
1512	167
1511	169
1511	173
1511	175
1511	177
1511	180
1512	182
1511	184
1511	187
1511	189
1511	191
1511	194
1511	196
1511	198
1511	201
1511	203
1511	205
1510	208
1510	210
1510	214
1510	216
1510	218
1510	221
1510	223
1510	225
1510	228
1510	230
1510	232
1510	235
1510	237
1510	239
1510	242
1510	244
1510	246
1510	249
1510	251
1510	253
1510	257
1510	259
1510	261
1510	264
1510	266
1510	268
1509	271
1509	273
1509	275
1510	278
1509	280
1509	283
1509	285
1510	287
1509	290
1509	292
1509	294
1509	297
1509	300
1509	302
1509	305
1509	307
1509	309
1509	312
1509	314
1509	316
1509	319
1509	321
1509	323
1509	326
1508	328
1508	330
1508	333
1508	335
1508	337
1507	340
1507	343
1507	345
1507	348
1507	350
1507	353
1507	355
1507	357
1507	360
1507	362
1508	364
1508	367
1508	369
1508	371
1508	374
1508	376
1508	378
1508	381
1508	384
1508	386
1508	389
1508	391
1508	393
1508	396
1508	398
1508	400
1508	403
1508	405
1508	407
1508	410
1508	412
1508	414
1508	417
1508	419
1508	422
1508	424
1508	427
1508	430
1508	432
1508	434
1508	437
1508	439
1508	441
1508	444
1508	446
1508	448
1508	451
1507	453
1507	455
1507	458
1507	460
1507	462
1507	465
1507	467
1507	470
1507	473
1507	475
1507	477
1507	480
1507	482
1507	484
1507	487
1507	489
1507	492
1507	494
1507	496
1507	499
1507	501
1507	503
1507	506
1507	508
1507	510
1507	514
1507	516
1507	518
1507	521
1507	523
1507	525
1507	528
1507	530
1507	532
1507	535
1507	537
1507	539
1507	542
1507	544
1507	546
1507	549
1507	551
1507	553
1507	557
1507	559
1507	562
1507	564
1507	566
1507	569
1507	571
1507	573
1507	576
1507	578
1507	580
1507	583
1507	585
1507	587
1507	590
1507	592
1506	594
1507	598
1506	600
1507	602
1507	605
1507	607
1507	609
1507	612
1507	614
1507	616
1507	619
1507	621
1507	623
1507	626
1507	628
1507	631
1507	633
1507	635
1507	638
1507	641
1507	643
1507	646
1507	648
1507	650
1508	653
1508	655
1508	657
1508	660
1508	662
1508	664
1508	667
1508	669
1508	671
1508	674
1508	676
1508	678
1508	681
1508	684
1508	686
1508	689
1508	691
1508	693
1508	696
1508	698
1508	701
1508	703
1508	705
1508	708
1508	710
1508	712
1508	715
1508	717
1508	719
1508	722
1508	724
1508	727
1508	730
1508	732
1508	734
1508	737
1508	739
1508	741
1508	744
1508	746
1508	748
1508	751
1508	753
1508	755
1508	758
1508	760
1508	762
1508	765
1509	768
1509	771
1509	773
1509	775
1510	778
1510	780
1510	782
1510	785
1511	787
1511	789
1511	792
1511	794
1511	796
1511	799
1511	801
1511	803
1511	806
1511	808
1511	811
1511	814
1511	816
1511	818
1511	821
1512	823
1512	825
1511	828
1511	830
1511	832
1511	835
1512	837
1512	840
1512	842
1511	844
1511	847
1511	849
1512	851
1512	855
1512	857
1512	859
1511	862
1511	864
1511	866
1511	869
1511	871
1511	873
1511	876
1511	878
1511	880
1511	883
1511	885
1511	887
1511	890
1511	892
1511	894
1511	898
1511	900
1511	902
1511	905
1511	907
1511	910
1511	912
1511	914
1512	917
1511	919
1512	921
1511	924
1512	926
1512	928
1512	931
1512	933
1512	935
1511	939
1511	941
1511	943
1511	946
1511	948
1511	950
1511	953
1511	955
1511	957
1511	960
1511	962
1511	964
1511	967
1511	969
1511	971
1511	974
1511	976
1511	978
1510	982
1510	984
1510	987
1510	989
1510	991
1510	994
1510	996
1510	998
1511	1001
1511	1003
1511	1005
1511	1008
1511	1010
1511	1013
1511	1015
1511	1017
1511	1020
1511	1022
1511	1026
1511	1028
