Device found. I2C connections are good.
1508	2
1508	5
1508	7
1508	9
1508	11
1508	14
1508	16
1508	18
1508	20
1508	23
1508	25
1507	27
1507	30
1507	32
1508	34
1508	36
1507	39
1507	41
1507	44
1507	47
1507	49
1507	51
1508	53
1508	56
1508	58
1507	60
1508	63
1508	65
1508	67
1508	70
1508	72
1508	74
1507	76
1507	79
1507	81
1507	83
1507	87
1507	89
1507	91
1507	93
1507	96
1507	98
1507	100
1507	103
1507	105
1507	107
1507	110
1506	112
1506	114
1506	117
1507	119
1507	121
1506	124
1506	126
1506	129
1506	132
1506	134
1506	136
1506	139
1506	141
1505	144
1505	146
1505	148
1505	151
1505	153
1505	155
1505	158
1505	160
1505	162
1505	165
1505	167
1506	169
1505	173
1505	175
1505	177
1505	180
1505	182
1505	184
1506	187
1506	189
1505	191
1505	194
1505	196
1505	198
1506	201
1506	203
1506	205
1506	208
1506	210
1506	212
1506	216
1506	218
1506	221
1506	223
1506	225
1506	228
1506	230
1506	232
1506	235
1506	237
1506	239
1506	242
1506	244
1506	246
1506	249
1506	251
1507	253
1507	257
1506	259
1506	261
1506	264
1506	266
1507	268
1507	271
1507	273
1506	275
1506	278
1506	280
1506	282
1507	285
1507	287
1507	290
1507	292
1506	294
1506	297
1507	300
1507	302
1507	305
1507	307
1507	309
1507	312
1507	314
1507	316
1507	319
1507	321
1507	323
1507	326
1507	328
1507	330
1507	333
1507	335
1507	337
1507	340
1507	343
1507	345
1507	348
1507	350
1507	352
1507	355
1507	357
1507	360
1507	362
1506	364
1507	367
1507	369
1507	371
1507	374
1507	376
1506	378
1507	381
1507	384
1507	386
1507	389
1507	391
1507	393
1507	396
1507	398
1507	400
1507	403
1507	405
1507	407
1506	410
1506	412
1506	414
1506	417
1506	419
1506	421
1506	424
1505	427
1505	430
1506	432
1506	434
1506	437
1506	439
1506	441
1505	444
1505	446
1505	448
1506	451
1506	453
1506	455
1506	458
1505	460
1505	462
1506	465
1506	467
1506	470
1506	473
1506	475
1506	477
1506	480
1506	482
1506	484
1506	487
1506	489
1506	491
1506	494
1506	496
1506	498
1507	501
1507	503
1507	506
1507	508
1507	510
1507	514
1508	516
1508	518
1509	521
1509	523
1509	525
1509	528
1509	530
1510	532
1510	535
1510	537
1510	539
1509	542
1509	544
1509	546
1509	549
1509	551
1509	553
1509	557
1509	559
1508	561
1508	564
1508	566
1508	568
1508	571
1508	573
1508	576
1508	578
1508	580
1508	583
1508	585
1508	587
1508	590
1508	592
1508	594
1507	598
1508	600
1508	602
1508	605
1508	607
1507	609
1507	612
1507	614
1507	616
1507	619
1507	621
1507	623
1507	626
1507	628
1507	630
1507	633
1507	635
1508	637
1507	641
1507	643
1507	646
1507	648
1507	650
1507	653
1507	655
1507	657
1507	660
1507	662
1507	664
1507	667
1507	669
1507	671
1507	674
1507	676
1507	678
1507	681
1507	684
1508	686
1508	689
1508	691
1507	693
1507	696
1507	698
1507	700
1508	703
1508	705
1508	707
1507	710
1507	712
1507	714
1507	717
1508	719
1508	722
1507	724
1507	727
1507	730
1507	732
1507	734
1507	737
1507	739
1507	741
1507	744
1507	746
1507	748
1507	751
1507	753
1507	755
1507	758
1507	760
1507	762
1507	765
1507	768
1507	770
1507	773
1507	775
1507	777
1507	780
1507	782
1507	785
1508	787
1507	789
1507	792
1507	794
1507	796
1507	799
1507	801
1507	803
1507	806
1507	808
1507	811
1507	814
1507	816
1507	818
1508	821
1508	823
1508	825
1508	828
1507	830
1507	832
1508	835
1508	837
1508	839
1508	842
1508	844
1508	846
1508	849
1508	851
1508	854
1508	857
1508	859
1508	862
1508	864
1508	866
1508	869
1508	871
1508	873
1508	876
1508	878
1508	880
1508	883
1508	885
1508	887
1508	890
1508	892
1508	894
1508	898
1508	900
1508	902
1508	905
1508	907
1508	909
1508	912
1508	914
1508	916
1508	919
1508	921
1508	923
1508	926
1508	928
1508	931
1508	933
1508	935
1508	939
1508	941
1508	943
1508	946
1508	948
1508	950
1508	953
1509	955
1508	957
1508	960
1508	962
1508	964
1508	967
1508	969
1508	971
1508	974
1508	976
1508	978
1508	982
1508	984
1508	986
1508	989
1508	991
1508	993
1508	996
1508	998
1508	1001
1508	1003
1508	1005
1508	1008
1508	1010
1507	1012
1507	1015
1507	1017
1507	1020
1507	1022
1507	1025
1507	1028
1507	1030
1507	1033
1507	1035
1508	1037
1508	1040
1508	1042
1508	1045
1509	1047
1509	1049
1509	1052
1510	1054
